"","geneid","SRR1177981","SRR1177982","SRR1177983","SRR1178008","SRR1178009","SRR1178010","SRR1178014","SRR1178021","SRR1178047"
"462","NM_131913","935","915","943","1245","1054","1192","1720","2512","2763"
"463","NM_013160","2","2","12","9","8","4","9","37","9"
"464","NM_001106200","0","0","2","0","1","2","0","0","0"
"465","NM_023101","79","103","75","91","98","105","152","176","238"
"466","NM_001113743","0","0","0","0","0","0","0","0","0"
"467","NM_001107443","0","0","0","0","0","0","0","0","0"
"468","NM_012959","294","550","463","151","439","171","373","124","75"
"469","NM_001303537","0","0","0","0","0","0","0","0","0"
"470","NM_001079705","16","22","25","40","47","25","47","70","85"
"471","NM_013031","62","101","72","87","180","76","75","112","138"
"472","NM_001107447","131","67","112","153","263","189","114","292","248"
"473","NM_030829","91","115","93","138","248","149","308","504","336"
"474","NM_001099460","0","0","0","0","0","0","0","0","0"
"475","NM_001099458","0","0","0","0","0","0","0","0","0"
"476","NM_001099462","0","0","0","0","0","0","0","0","0"
"477","NM_001099459","0","0","0","0","0","0","0","0","0"
"478","NM_001161691","0","2","4","2","0","0","2","0","8"
"479","NM_001013063","0","0","0","0","0","0","0","0","0"
"480","NM_013073","461","607","458","508","822","486","665","900","878"
"481","NM_001106217","1091","1343","1012","1315","1771","2009","1530","1466","1382"
"482","NM_001134543","660","526","622","647","820","762","830","1013","1057"
"483","NM_001004217","173","189","183","242","249","234","296","393","469"
"484","NM_001107469","12","16","9","32","19","55","27","25","40"
"485","NM_001012062","1530","1543","1589","1551","1860","1991","1495","1674","1919"
"486","NM_001108902","230","151","166","302","227","207","199","249","425"
"487","NM_001007690","203","282","224","1261","618","278","587","787","1010"
"488","NM_001025638","8","6","2","12","6","10","12","8","5"
"489","NM_001126092","330","448","322","440","500","670","886","1184","1078"
"490","NM_012760","4","6","2","2","8","6","10","13","8"
"491","NM_001271310","0","0","0","0","0","0","0","0","0"
"492","NM_001014157","241","218","259","454","559","400","599","704","813"
"493","NM_001115028","2","49","24","23","19","23","40","48","47"
"494","NM_031350","300","431","305","394","388","329","438","556","474"
"495","NM_001004218","281","308","247","422","350","274","568","829","765"
"496","NM_001197092","0","0","0","0","0","0","0","0","0"
"497","NM_001025640","336","362","352","425","370","392","544","691","741"
"498","NM_012799","0","0","0","0","0","0","0","0","0"
"499","NM_053698","465","588","560","1371","928","1231","405","337","450"
"500","NM_001107514","956","1105","934","1058","1019","873","958","799","1111"
"501","NM_001099647","239","253","209","256","209","283","263","433","555"
"502","NM_001037789","164","242","118","212","171","193","255","228","347"
"503","NM_001106265","1321","1416","1062","2375","2240","1665","3353","3291","3794"
"504","NM_001106269","0","0","0","0","0","0","0","0","0"
"505","NM_053783","639","761","631","850","878","843","750","1017","984"
"506","NM_001003404","0","0","2","0","0","0","0","0","2"
"507","NM_001107521","0","0","0","0","0","0","0","4","2"
"508","NM_001034147","357","431","287","307","278","418","562","575","561"
"509","NM_001107522","0","0","0","0","0","0","0","0","0"
"510","NM_001290110","81","55","80","88","71","68","73","92","110"
"511","NM_001047852","1255","1312","1227","1866","1653","1417","1480","2260","1929"
"512","NM_001191088","8155","9351","9562","10024","6052","7021","9645","9110","7748"
"513","NM_001011934","668","878","835","1076","890","1121","1642","2318","2291"
"514","NM_001172116","2","4","4","6","0","0","2","0","0"
"515","NM_001277054","658","719","682","591","457","730","1129","1298","1676"
"516","NM_017134","19755","21237","26315","15938","104093","30758","17506","29449","10232"
"517","NM_022266","155","88","94","269","118","142","94","221","246"
"518","NM_175599","0","0","0","0","0","0","0","0","0"
"519","NM_175602","0","0","0","0","0","0","0","0","0"
"520","NM_175601","0","0","0","0","0","0","0","0","0"
"521","NM_175600","0","0","0","0","0","0","0","0","0"
"522","NM_175588","0","0","0","0","0","0","0","0","0"
"523","NM_175586","0","0","0","0","0","0","0","0","0"
"524","NM_175585","0","0","0","0","0","0","0","0","0"
"525","NM_175584","0","0","0","0","0","0","0","0","0"
"526","NM_175583","0","0","0","0","0","0","0","0","0"
"527","NM_001009650","0","0","0","0","0","0","0","0","0"
"528","NM_175591","0","0","0","0","0","0","0","0","0"
"529","NM_175590","0","0","0","0","0","0","0","0","0"
"530","NM_175587","0","0","0","0","0","0","0","0","0"
"531","NM_001009532","0","0","0","0","0","0","0","0","0"
"532","NM_001009975","0","0","0","0","0","0","0","0","0"
"533","NM_001025623","143","551","398","678","232","646","1499","2012","1556"
"534","NM_134328","0","0","0","0","0","0","0","0","0"
"535","NM_001109136","441","660","482","753","826","1005","466","487","478"
"536","NM_001008512","0","0","0","0","0","0","0","0","0"
"537","NM_031709","88","69","79","72","84","117","138","285","256"
"538","NR_110684","12","14","24","20","15","34","40","45","42"
"539","NM_001271317","0","0","0","0","0","0","0","0","0"
"540","NM_001127201","232","207","181","243","224","200","234","258","293"
"541","NM_001032397","122","78","70","84","46","92","69","66","74"
"542","NM_001193568","8","2","6","2","6","3","2","0","3"
"543","NM_019232","33","19","16","16","14","18","13","4","7"
"544","NM_001193569","16","5","9","15","15","3","4","6","12"
"545","NM_001108459","0","0","0","0","0","0","0","0","0"
"546","NM_001106204","434","479","533","558","886","741","448","567","630"
"547","NM_001108460","99","97","67","121","131","105","192","300","292"
"548","NM_130417","2","6","4","6","2","2","12","6","8"
"549","NM_001100825","31","44","38","53","28","53","72","71","74"
"550","NM_001276433","0","0","0","0","0","0","0","0","0"
"551","NM_001246319","41","60","8","4","0","2","37","12","30"
"552","NM_001012060","284","343","280","411","573","358","465","453","599"
"553","NM_001007734","309","475","419","699","273","418","766","470","474"
"554","NM_001144859","0","0","0","4","12","0","4","0","0"
"555","NM_198766","156","135","128","152","165","241","241","405","365"
"556","NM_001109333","6","11","16","11","6","6","13","21","16"
"557","NM_001107452","637","641","647","807","1136","979","1307","1553","1727"
"558","NM_001024964","389","511","482","1494","699","1484","670","797","803"
"559","NM_012654","4","0","0","0","2","12","0","0","0"
"560","NM_001039342","0","0","0","0","0","0","4","0","0"
"561","NM_001108461","65","82","96","55","67","30","59","59","35"
"562","NM_001011930","18","26","14","6","2","6","20","21","67"
"563","NM_001013144","1091","1214","1144","775","896","891","1499","1621","1787"
"564","NM_053423","356","378","475","371","323","241","296","357","368"
"565","NM_017163","0","0","0","0","0","0","0","0","0"
"566","NM_001108240","2679","3392","3332","3573","3203","4255","5218","5537","6096"
"567","NM_001100735","86","68","76","85","50","82","124","120","201"
"568","NM_001025000","1644","1732","1709","779","1383","717","2038","1116","995"
"569","NM_001107460","106","100","117","168","106","83","130","96","195"
"570","NM_001033653","3","0","0","2","2","0","2","4","6"
"571","NM_001017447","274","241","281","292","276","324","526","663","696"
"572","NM_053991","0","0","0","4","0","0","0","0","0"
"573","NM_001106207","85","86","55","99","67","72","120","91","85"
"574","NM_001106206","52","76","35","22","24","30","62","64","87"
"575","NM_001025723","107","179","134","135","94","142","217","207","270"
"576","NM_001304733","0","0","0","0","0","0","0","0","0"
"577","NM_001304736","0","0","0","0","0","0","0","0","0"
"578","NM_001304735","0","0","0","0","0","0","0","0","0"
"579","NM_001304737","0","0","0","0","0","0","0","0","0"
"580","NM_001304740","0","0","0","0","0","0","0","0","0"
"581","NM_001304734","0","0","0","0","0","0","0","0","0"
"582","NM_001304738","0","0","0","0","0","0","0","0","0"
"583","NM_013071","0","0","0","0","0","0","0","0","0"
"584","NM_001038599","0","0","0","0","0","0","0","0","0"
"585","NM_001038597","0","0","0","0","0","0","0","0","0"
"586","NM_001170799","2","0","1","2","0","1","5","4","2"
"587","NM_001014172","167","204","140","152","145","159","197","283","229"
"588","NM_001109394","0","0","1","5","0","1","6","6","0"
"589","NM_001144860","267","298","286","294","406","317","591","651","698"
"590","NM_183334","0","0","0","0","2","0","4","3","8"
"591","NM_032071","0","0","0","0","0","0","0","1","4"
"592","NM_001113372","0","0","0","0","0","0","0","0","0"
"593","NM_001113371","0","0","5","3","1","6","11","19","9"
"594","NM_001126088","327","396","244","352","372","494","518","643","712"
"595","NM_001109137","254","149","252","340","284","337","289","389","341"
"596","NM_001130939","193","252","225","300","385","376","421","580","586"
"597","NM_031318","38","58","38","63","30","44","136","188","332"
"598","NM_019357","108","133","86","203","173","153","221","247","330"
"599","NM_001309449","10","6","2","18","12","12","15","20","20"
"600","NM_017051","1867","2344","2353","3230","8396","33447","4448","5208","5598"
"601","NM_001113544","12","5","4","15","9","7","20","6","15"
"602","NM_001113543","0","0","0","0","0","0","0","0","0"
"603","NM_001113542","306","341","282","250","432","463","413","508","422"
"604","NM_001006995","719","811","813","1313","110","248","1945","362","725"
"605","NM_012757","0","2","0","0","0","0","0","0","1"
"606","NM_001106205","478","649","582","470","636","498","763","975","893"
"607","NM_012670","859","995","1222","1066","654","669","1702","2148","2473"
"608","NM_001025724","17","23","34","43","12","31","5","22","34"
"609","NM_001002281","0","0","0","0","0","0","0","0","0"
"610","NM_031584","2","2","0","2","0","3","0","2","4"
"611","NM_012697","2556","3259","2959","4400","1858","1729","5278","4596","4794"
"612","NM_053491","74151","94484","81754","85450","73497","71924","55954","30973","26580"
"613","NM_001107456","489","490","494","521","396","366","692","1009","835"
"614","NR_132441","6","2","10","4","10","10","8","18","12"
"615","NM_001106208","0","0","0","0","2","0","0","6","0"
"616","NM_001044277","0","0","0","0","0","0","0","0","0"
"617","NM_001106209","0","0","0","0","0","0","0","0","0"
"618","NM_001161835","0","0","0","0","0","0","0","0","0"
"619","NM_001108464","0","0","0","0","0","0","0","0","0"
"620","NM_133561","2754","4136","3356","3079","3009","2107","3652","2251","2760"
"621","NM_001013145","0","0","0","2","0","0","0","2","6"
"622","NM_001106210","397","548","386","459","459","492","610","776","949"
"623","NM_001107461","0","0","0","0","0","0","0","0","0"
"624","NM_001169136","0","0","0","0","0","0","0","0","0"
"625","NM_001169132","26","21","15","14","6","7","9","18","8"
"626","NM_001191619","0","0","0","0","0","0","0","0","0"
"627","NM_001099463","0","0","0","0","0","0","0","0","0"
"628","NM_001099464","0","0","0","0","0","0","0","0","0"
"629","NM_001099465","0","0","0","0","0","0","0","0","0"
"630","NM_001191559","4","1","3","2","0","4","9","2","2"
"631","NM_001024747","671","897","826","654","716","837","1243","1270","1794"
"632","NM_001103356","625","693","673","504","331","702","760","963","928"
"633","NM_032063","90","116","184","183","107","144","59","38","54"
"634","NM_001107466","578","695","702","664","485","584","806","816","945"
"635","NM_053590","1651","2105","1845","2702","3070","2641","3818","4495","4573"
"636","NM_001108903","121","159","105","65","31","45","56","52","36"
"637","NM_031638","180","268","218","323","270","242","416","361","597"
"638","NM_001107465","249","178","432","373","510","264","340","463","444"
"639","NM_001009687","196","155","241","353","264","199","421","536","626"
"640","NR_031868","0","0","0","0","0","0","0","0","0"
"641","NR_031857","0","0","0","0","0","0","0","0","0"
"642","NR_031805","0","0","0","0","0","0","0","0","0"
"643","NR_037379","0","0","0","0","0","0","0","0","0"
"644","NM_172323","4","0","2","0","4","2","2","2","1"
"645","NM_001106216","0","0","0","0","0","0","0","2","0"
"646","NM_001099470","0","0","0","0","0","0","0","0","0"
"647","NM_001167547","0","0","0","0","0","0","0","0","0"
"648","NM_001167548","0","0","0","0","0","0","0","0","0"
"649","NM_001167549","0","0","0","0","0","0","0","0","0"
"650","NM_001167572","0","0","0","0","0","0","0","0","0"
"651","NM_001107468","42","35","33","37","29","31","47","78","81"
"652","NM_001014158","72","95","94","76","64","158","143","101","67"
"653","NM_001111321","0","0","0","0","0","0","0","0","0"
"654","NM_001168642","28","42","30","39","12","17","56","54","74"
"655","NM_001099490","0","0","0","0","0","0","0","0","0"
"656","NM_001099655","2","0","0","0","0","1","0","4","3"
"657","NM_001099491","0","0","0","0","0","0","0","0","0"
"658","NM_001099492","0","0","0","0","0","0","0","0","0"
"659","NM_001013893","0","0","0","0","0","0","0","0","0"
"660","NM_001099493","0","0","0","0","0","0","0","0","0"
"661","NM_001099649","0","0","0","0","0","0","0","0","0"
"662","NM_001099482","0","0","0","0","0","0","0","0","0"
"663","NM_001099471","0","0","0","0","0","0","0","0","0"
"664","NM_031713","8","10","5","12","3","20","7","13","12"
